,gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,weight,log2FoldChange_shrink,lfcSE_shrink,gene_name,genes_description
22,ENSG00000168461,1804.997549366234,1.0236069113478328,0.0838191734247985,12.212085487411766,2.6793206644820957e-34,1.490596549016009e-31,1.689007993915396,0.9748975314720024,0.0798154109072901,RAB31,"RAB31, member RAS oncogene family"
23,ENSG00000185479,423.4194926098777,1.7314973446809716,0.1420771372612618,12.18702303592286,3.644946427567125e-34,2.3303172377547862e-31,1.408509624718136,1.513972324226086,0.1239336664748305,KRT6B,keratin 6B
24,ENSG00000115009,335.0448300585072,2.432255341885832,0.2036909739106499,11.940908795265289,7.24274760048916e-33,5.718693567907832e-30,1.0527569955984646,1.8453334537394404,0.15569439686506,CCL20,C-C motif chemokine ligand 20
25,ENSG00000163870,1213.4531470841998,1.1604265366798532,0.0973449627105214,11.920766153361829,9.225621694456727e-33,2.5031823930544343e-30,3.1860904201600144,1.0870283887442955,0.0911643992779933,TPRA1,transmembrane protein adipocyte associated 1
26,ENSG00000165474,253.7382579041567,2.049568642339359,0.1724125952649769,11.887580714097044,1.373269515016377e-32,1.0441402513738649e-29,1.0527569955984646,1.6812713548896996,0.1409073884209547,GJB2,gap junction protein beta 2
27,ENSG00000112149,136.9009118284539,2.831360450650341,0.239538425516273,11.820067884924764,3.074360020256281e-32,2.737365965115987e-29,0.8668796103953512,2.0232072580314666,0.1674480655691226,CD83,CD83 molecule
28,ENSG00000117298,3624.9197675648015,1.0579628166357835,0.093296603295034,11.33977850501334,8.335516407941114e-30,3.677881790670324e-27,1.689007993915396,0.9955739345350934,0.0878483608071124,ECE1,endothelin converting enzyme 1
29,ENSG00000184254,3700.8384479783135,0.9938973521381872,0.0882334942267747,11.264399770723184,1.966875942983714e-29,8.389169467699058e-27,1.689007993915396,0.9405265709356462,0.083594333603857,ALDH1A3,aldehyde dehydrogenase 1 family member A3
30,ENSG00000101017,369.57158570835634,1.7184603401392216,0.1527410503757607,11.250808711290189,2.2947827424747787e-29,1.2002986504304674e-26,1.3328630313630303,1.469352246198998,0.1306119191692939,CD40,CD40 molecule
31,ENSG00000140379,1045.6193077134103,1.3964673799680585,0.1254209019891742,11.1342476239614,8.546362101808393e-29,1.702705638951799e-26,3.389898507684592,1.253979910086942,0.1127281173165916,BCL2A1,BCL2 related protein A1
32,ENSG00000163082,1851.0734742680297,1.0933375603383149,0.1005027820945413,10.878679550480804,1.4565761227805854e-27,4.273300027405281e-25,2.232291059116994,1.020440152419722,0.0937450303568862,SGPP2,sphingosine-1-phosphate phosphatase 2
33,ENSG00000101298,166.95030253783327,2.0956316169428297,0.1987206934116705,10.545613448527536,5.322437004710023e-26,5.492998033606248e-23,0.5983123961609036,1.6349519035661304,0.153831003588845,SNPH,syntaphilin
34,ENSG00000136689,1889.233018086292,1.0873208154042524,0.1032364972001907,10.532329601379027,6.129836524798091e-26,1.745476935968295e-23,2.232291059116994,1.0126268262204057,0.095935431903975,IL1RN,interleukin 1 receptor antagonist
35,ENSG00000140274,1238.482481923089,1.252381931711478,0.1211189387564893,10.340099942828946,4.640533137739876e-25,8.743840756670234e-23,3.1860904201600144,1.128984846973742,0.1096131703413445,DUOXA2,dual oxidase maturation factor 2
36,ENSG00000090339,1809.4618794343528,1.049025905302028,0.1022187394592608,10.26255959378286,1.0391514976616241e-24,1.8549496822483299e-22,3.1860904201600144,0.9770147943078656,0.0951302916447449,ICAM1,intercellular adhesion molecule 1
37,ENSG00000166444,1366.213964107866,1.0202766273072432,0.0994376987990699,10.260460968318249,1.061985619398612e-24,1.82989080522247e-22,3.389898507684592,0.9534673501389834,0.0928821008902706,DENND2B,DENN domain containing 2B
38,ENSG00000258555,95.02510282420224,3.6885219999932506,0.3633137530225202,10.15244253570719,3.231720525275135e-24,2.8304453836158198e-21,0.6327168046209585,1.8382333103968505,0.1863784212664087,SPECC1L-ADORA2A,SPECC1L-ADORA2A readthrough (NMD candidate)
39,ENSG00000227507,213.1689027168915,2.19085470680743,0.2159843699414873,10.143579868306944,3.5388798922621725e-24,3.1957499427691016e-21,0.5983123961609036,1.626374567448303,0.1613331451021015,LTB,lymphotoxin beta
40,ENSG00000124145,10823.181406433208,0.8990992442205377,0.0900377880211689,9.985798896005187,1.758785226771836e-23,4.02430639786567e-21,2.3037368650749754,0.8501509128804575,0.0851266974202296,SDC4,syndecan 4
41,ENSG00000213886,1326.6055134949547,1.0353744391778126,0.1043542475598676,9.92172780110194,3.349077516598323e-23,5.526831047303959e-21,3.118133316112699,0.96138553224169,0.0968286574637328,UBD,ubiquitin D
42,ENSG00000272636,356.9975983813231,1.3231885472906322,0.1380438346188655,9.585278117953708,9.220887883187e-22,2.1018873982249026e-19,2.2049045737913104,1.1645803592037915,0.1213597172724784,DOC2B,double C2 domain beta
43,ENSG00000196611,361.13698781988654,1.3977692316268673,0.1476831611949742,9.46464864590422,2.9454962717937157e-21,1.514283352816289e-18,0.955418423861472,1.2076361446153987,0.1274004137812043,MMP1,matrix metallopeptidase 1
44,ENSG00000162734,3484.4707960677206,0.7575914653566495,0.0809825857515198,9.354992290332383,8.36058136744778e-21,2.3773176676514405e-18,1.689007993915396,0.7238847599387095,0.077367448660604,PEA15,proliferation and apoptosis adaptor protein 15
45,ENSG00000110047,2227.450317492456,0.9693510284224204,0.1055633464974139,9.182647771081864,4.20619337974323e-20,6.202521322316834e-18,3.1860904201600144,0.8997311891298999,0.0977962897701688,EHD1,EH domain containing 1
46,ENSG00000185215,6799.333405407761,1.7712898246414268,0.1976414378810694,8.96213791819962,3.1844321602960153e-19,6.356180625179616e-17,2.3037368650749754,1.3913063309786704,0.1546464181757626,TNFAIP2,TNF alpha induced protein 2
47,ENSG00000115919,483.3154117724087,1.1631556934682243,0.1300934600810471,8.940923646304652,3.859309706028043e-19,1.4708728890502668e-16,1.1813761801409763,1.0394932108761474,0.115991621536539,KYNU,kynureninase
48,ENSG00000124875,413.3264653370542,1.1616625745595095,0.1315093408572717,8.833308470614815,1.016242701047923e-18,3.295618040000341e-16,1.3328630313630303,1.0358129967991605,0.1169257612151028,CXCL6,C-X-C motif chemokine ligand 6
49,ENSG00000104951,106.33649845880662,2.0969273397165,0.2375854583664732,8.825991936265773,1.084938454742444e-18,5.303604095206572e-16,0.8668796103953512,1.4946201789772708,0.168176667786686,IL4I1,interleukin 4 induced 1
50,ENSG00000008517,627.0450413203158,1.1492739726322017,0.1305544221645362,8.80302599925558,1.3317569305254905e-18,1.8393930042112335e-16,3.193370536669118,1.0226709477702784,0.1163621818837035,IL32,interleukin 32
51,ENSG00000140505,98.96095598693822,2.3373215323044527,0.2692910794389134,8.679535680032266,3.973877925388983e-18,2.1009184223500448e-15,0.7570185673178046,1.540099479619658,0.1762844425224583,CYP1A2,cytochrome P450 family 1 subfamily A member 2
52,ENSG00000077150,432.0667561330706,1.2414420865131148,0.1433613835100602,8.659529198991011,4.7371669182262576e-18,2.021827806851776e-15,0.955418423861472,1.0815630568229506,0.1249528622145968,NFKB2,nuclear factor kappa B subunit 2
53,ENSG00000160191,178.09576698014484,1.603285640750447,0.1858606529366409,8.62627788839739,6.3380912290787835e-18,3.865948360716747e-15,0.6327168046209586,1.2880517333427888,0.1486794608932144,PDE9A,phosphodiesterase 9A
54,ENSG00000134802,769.3746575697662,0.8998576208140662,0.1052847278136345,8.546896017121421,1.2644301433467325e-17,1.6456487410774584e-15,3.193370536669118,0.8327197292377166,0.0975281492473102,SLC43A3,solute carrier family 43 member 3
57,ENSG00000169429,614.5902726518403,1.0460915031826563,0.1250018579025713,8.368607641000018,5.830303058402439e-17,5.4697225020983065e-15,4.041531233903737,0.9445844647606804,0.1124207107364207,CXCL8,C-X-C motif chemokine ligand 8
58,ENSG00000162552,479.7500984555211,1.2723413903393883,0.1522810081765822,8.355220428170565,6.531063898682749e-17,1.736055217129561e-14,1.3328630313630303,1.0950260491072048,0.1305957825816698,WNT4,Wnt family member 4
59,ENSG00000140465,3192.481503500608,2.450228876016232,0.2945602117972656,8.318261523055357,8.926288419868434e-17,1.6300341369940208e-14,2.0059364168500364,1.468051978696359,0.1821037423726719,CYP1A1,cytochrome P450 family 1 subfamily A member 1
60,ENSG00000159128,1433.8914100382945,1.004470463635039,0.1217793684272248,8.248281105475673,1.6068902578339623e-16,1.7074312683984552e-14,3.389898507684592,0.9109035751569544,0.1101358788670731,IFNGR2,interferon gamma receptor 2
61,ENSG00000091137,157.5918681852544,1.6601814587158257,0.2035180174637041,8.157417605602934,3.422633931291802e-16,1.8247951794620019e-13,0.6333755747940191,1.2789845688104922,0.1566336928485,SLC26A4,solute carrier family 26 member 4
62,ENSG00000136048,471.6099500008888,1.082519444261506,0.1332740705486158,8.122506049416593,4.566547334776344e-16,1.1121991379908139e-13,1.408509624718136,0.959341081083614,0.1182440506662935,DRAM1,DNA damage regulated autophagy modulator 1
63,ENSG00000142224,56.31825699583331,2.9919434654372425,0.3693731255824742,8.100057254352677,5.493332851066871e-16,2.698320820929866e-13,0.6666430462322622,1.5032128053700653,0.1869259121854563,IL19,interleukin 19
64,ENSG00000128422,4861.21069632751,0.7835193635879026,0.0968544324394033,8.089659335705761,5.983183745917769e-16,1.0397249049128175e-13,2.0059364168500364,0.7366331650573615,0.0907901230003751,KRT17,keratin 17
65,ENSG00000108342,87.0770085103445,2.783104101227172,0.3496497244753248,7.959691961443482,1.724681056686167e-15,8.537786533595939e-13,0.6327168046209585,1.4692701368135002,0.1864236506398026,CSF3,colony stimulating factor 3
66,ENSG00000254087,4747.872253867847,0.7409656801803051,0.0932862710178204,7.942923134302996,1.974713262682761e-15,2.0607606287175691e-13,3.1860904201600144,0.6973338784599968,0.0878451613663372,LYN,"LYN proto-oncogene, Src family tyrosine kinase"
67,ENSG00000198758,218.9417282680884,1.4052546476671388,0.178120088444903,7.889366437754825,3.0372449079625888e-15,1.4589600345629849e-12,0.633684416874259,1.141692962329809,0.1449785631942843,EPS8L3,EPS8 like 3
68,ENSG00000125775,2105.256866737087,0.7358000224791932,0.0936064335486056,7.860571058901895,3.823861219681096e-15,7.302819609442105e-13,1.689007993915396,0.6921469025708223,0.0881057279349327,SDCBP2,syndecan binding protein 2
71,ENSG00000160326,104.92592367579005,1.8876355686972996,0.2431480693273035,7.763317117506445,8.273639442427841e-15,2.7285499507612607e-12,0.885580247584772,1.322491277613979,0.1701873764473788,SLC2A6,solute carrier family 2 member 6
72,ENSG00000104856,959.5792527395048,0.7502939823098292,0.0979246996862005,7.661948259368109,1.8313342347325035e-14,1.6215986748454979e-12,3.389898507684592,0.7024657439176092,0.0916574729491334,RELB,"RELB proto-oncogene, NF-kB subunit"
73,ENSG00000169228,429.36730812316017,0.9661543315500176,0.1261101570098895,7.661193629901292,1.8421287507163116e-14,4.4933005229804734e-12,1.1813761801409763,0.8678344621760188,0.1132247220120313,RAB24,"RAB24, member RAS oncogene family"
75,ENSG00000128383,792.5206872522225,0.9756351343417408,0.1275448926230372,7.649346941905859,2.0200255366265935e-14,1.703997259948017e-12,3.509619758370327,0.8692939697511595,0.1142457695921054,APOBEC3A,apolipoprotein B mRNA editing enzyme catalytic subunit 3A
76,ENSG00000186174,1885.969952343796,0.8124950802639384,0.1082617459345236,7.504913884866895,6.146899685273667e-14,1.008381284987244e-11,1.689007993915396,0.7487843202762596,0.0999210696440178,BCL9L,BCL9 like
77,ENSG00000136026,4634.177197813405,0.5763050213361733,0.0768285623037289,7.501181904951534,6.324494934940717e-14,5.644807276104024e-12,3.1860904201600144,0.5529613613070485,0.0737312744452533,CKAP4,cytoskeleton associated protein 4
78,ENSG00000101187,373.4818899266521,1.1897341595826385,0.1603763534550707,7.418388895567082,1.1855356666762913e-13,2.6387581395098718e-11,1.1813761801409763,1.0022819597604484,0.1354444569020539,SLCO4A1,solute carrier organic anion transporter family member 4A1
80,ENSG00000169504,650.3418755423831,0.8876177456540845,0.1200489178389987,7.393800474274125,1.426904795096188e-13,1.1122509838876228e-11,3.509619758370327,0.8052745083935621,0.1088467560389526,CLIC4,chloride intracellular channel 4
81,ENSG00000184988,295.20888876983304,1.146528062033165,0.1554690231999365,7.374639902115452,1.6478985061693104e-13,4.754105310055076e-11,0.8813282587331451,0.9748210897746004,0.1324753073225185,TMEM106A,transmembrane protein 106A
82,ENSG00000090376,967.0219359054272,0.7125264273160815,0.0968303117165509,7.358505974883601,1.859799343239409e-13,1.7021230174746146e-11,2.951753706506818,0.6677201130268529,0.0907641058583779,IRAK3,interleukin 1 receptor associated kinase 3
83,ENSG00000107957,1053.6867524756783,0.746390589992654,0.1017304288532442,7.336945281823127,2.1852389549948761e-13,1.8698819710183425e-11,3.118133316112699,0.6953899107911471,0.0947422296529676,SH3PXD2A,SH3 and PX domains 2A
85,ENSG00000178538,77.63245620584634,2.0297879867574933,0.2775725980696866,7.31263821023104,2.619476162277358e-13,9.185196943780786e-11,0.6925177833205183,1.3142635787129997,0.1780755176051398,CA8,carbonic anhydrase 8
87,ENSG00000143153,28217.02093812851,0.6145798381348213,0.0854210408030816,7.194712594893242,6.259246947036126e-13,6.886262172976495e-11,2.232291059116994,0.5844123884939222,0.0812054661381982,ATP1B1,ATPase Na+/K+ transporting subunit beta 1
89,ENSG00000187193,262.0573227317844,1.092024655679098,0.1548191801917262,7.053548884103039,1.7441119532930026e-12,2.3911444662630276e-10,1.7515437605712991,0.9308925805324344,0.1320864213554458,MT1X,metallothionein 1X
90,ENSG00000143321,7771.719746985726,0.5017133528943988,0.0720155542510509,6.966735979638415,3.2437859313425397e-12,4.4630575927246055e-10,1.689007993915396,0.4838592309644007,0.0694527570791221,HDGF,heparin binding growth factor
91,ENSG00000151651,797.6978156003867,0.9194265270928924,0.1325066453740781,6.938720126053066,3.9566810347184015e-12,2.7352288878167587e-10,3.435507755586733,0.817167245860622,0.1177616096237304,ADAM8,ADAM metallopeptidase domain 8
92,ENSG00000276980,58.67909828671439,2.490005071265476,0.3591978628613285,6.932126631908064,4.145605973010573e-12,1.3611836653042715e-09,0.6928554639026496,1.3083609609154871,0.1867295775711349,CTD-3128G10.7,
93,ENSG00000213949,76.51601024430387,2.1055512698461034,0.3046340679020896,6.911739334823296,4.787469674052559e-12,1.1352047915313092e-08,0.0813783268819895,1.245662425387481,0.182633795030442,ITGA1,integrin subunit alpha 1
94,ENSG00000129667,1154.3578197555144,0.7544485949215797,0.1092341845014323,6.906707807313622,4.960301238403478e-12,3.94761750587017e-10,2.951753706506818,0.6931592911732434,0.1006684419086538,RHBDF2,rhomboid 5 homolog 2
95,ENSG00000131459,41.46677144611665,2.723177732615654,0.3981540571648492,6.839507682043202,7.946579767731194e-12,2.479957714829099e-09,0.6925177833205183,1.289726471449891,0.1874544852156291,GFPT2,glutamine-fructose-6-phosphate transaminase 2
96,ENSG00000103257,1210.7600750038348,0.7110502417477421,0.1044133209888312,6.809957149277926,9.762782060259628e-12,6.62146372141358e-10,3.389898507684592,0.6594958026633149,0.0968885680315713,SLC7A5,solute carrier family 7 member 5
97,ENSG00000143320,193.252734702414,1.389866631973404,0.2066221689396654,6.726609439373618,1.7366204540580518e-11,5.6213497444993095e-09,0.6327168046209586,1.066844965863309,0.1580855444725425,CRABP2,cellular retinoic acid binding protein 2
98,ENSG00000169116,1282.2001139001525,0.6814645238339546,0.1015262168224847,6.712202475006758,1.9170842142914736e-11,1.462125999167848e-09,2.951753706506818,0.634988463478881,0.0945832974755491,PARM1,prostate androgen-regulated mucin-like protein 1
100,ENSG00000023445,2273.636261823687,0.750866128725528,0.1132767463781602,6.628599008474834,3.3888778730899126e-11,2.3219752469713684e-09,3.1860904201600144,0.6867665422852232,0.1037953020263343,BIRC3,baculoviral IAP repeat containing 3
101,ENSG00000155380,663.7496108927195,0.831852949762973,0.125551050670367,6.625615200521056,3.4580492138376464e-11,2.2197758368045443e-09,3.435507755586733,0.7489544249554412,0.1128619269842658,SLC16A1,solute carrier family 16 member 1
102,ENSG00000184232,280.1538337300794,1.318399548434883,0.1991736428902008,6.619347466379785,3.607879049711303e-11,4.322039302389766e-09,1.7515437605712991,1.0369451371834044,0.155144623371819,OAF,out at first homolog
103,ENSG00000156127,369.4354162289143,0.8802561440890532,0.1332955784337177,6.603791021671192,4.0077438098567636e-11,6.85208786243869e-09,1.1813761801409763,0.7816862833621138,0.1182798847214648,BATF,basic leucine zipper ATF-like transcription factor
104,ENSG00000157827,619.8545218510542,0.8229011926038192,0.1247860436547915,6.594497016671953,4.266999936203822e-11,2.657695910639679e-09,3.435507755586733,0.7396608988622461,0.1122936401884376,FMNL2,formin like 2
105,ENSG00000187134,726.0109733932812,1.771844191532758,0.27143881454648,6.527600684128964,6.683158222882892e-11,4.037397525590838e-09,3.507316979234966,1.189988978596585,0.1779779123785592,AKR1C1,aldo-keto reductase family 1 member C1
107,ENSG00000167536,290.53341976196026,0.9544490402728172,0.1470992678865042,6.488469004544814,8.671299076278615e-11,1.177445629127412e-08,1.408509624718136,0.8262777296366381,0.1273586517911987,DHRS13,dehydrogenase/reductase 13
111,ENSG00000166670,237.2252226011388,1.0592039204869086,0.1651574586951666,6.41329752137865,1.424052136767267e-10,2.9100597568543543e-08,0.8813282587331451,0.8823276031089342,0.1379965314368569,MMP10,matrix metallopeptidase 10
113,ENSG00000278202,15.567828090826936,7.527353163170652,1.1749033340015378,6.406785090594354,1.4862007451031755e-10,1.0363443420066417e-07,0.231293567358392,0.9429421637907748,0.1633494750574319,RP11-152F13.8,
114,ENSG00000015475,928.9161309816286,0.6474974753504114,0.1011042522863142,6.404255614460031,1.5110477439785684e-10,9.317992653951766e-09,3.1860904201600144,0.6040827823347031,0.0942371890493989,BID,BH3 interacting domain death agonist
115,ENSG00000105993,3041.230067686409,0.5480579935124488,0.0858662910650733,6.382690887360042,1.7400291901923803e-10,1.4194522265312721e-08,2.3037368650749754,0.5210264190302654,0.0815852098704952,DNAJB6,DnaJ heat shock protein family (Hsp40) member B6
116,ENSG00000101236,697.9368827528465,0.7287673095339211,0.114269206703401,6.377635152622708,1.7984332248905274e-10,8.823011366546506e-09,4.041531233903737,0.6672478919327908,0.1045324298512214,RNF24,ring finger protein 24
117,ENSG00000167617,561.2673205983858,0.8404901103697066,0.1320282889168083,6.365985026885439,1.9404036235020304e-10,1.0996972113236869e-08,3.435507755586733,0.7465664154170927,0.1174141433709346,CDC42EP5,CDC42 effector protein 5
118,ENSG00000148344,21657.390716180264,0.5131572920662233,0.080706924462154,6.358280847473735,2.0402419769077e-10,1.7028164167792235e-08,2.232291059116994,0.4900759620747937,0.0771324032570301,PTGES,prostaglandin E synthase
119,ENSG00000181649,1706.769811182758,0.6779072586827549,0.1069748660635754,6.337070413155488,2.3417499000132047e-10,2.5180062444194842e-08,1.689007993915396,0.6258770695571618,0.098907981308178,PHLDA2,pleckstrin homology like domain family A member 2
122,ENSG00000169403,2178.166915097718,0.7277480158695327,0.1161145936870271,6.267498277013219,3.668946819827758e-10,2.1090956290204823e-08,3.1860904201600144,0.66648749923039,0.1059449059589416,PTAFR,platelet activating factor receptor
124,ENSG00000003402,9077.840026842252,0.4555174264004394,0.0728448146162059,6.2532580911956845,4.0197701282953616e-10,4.1148542730731935e-08,1.689007993915396,0.4389627387978134,0.0701947947810458,CFLAR,CASP8 and FADD like apoptosis regulator
125,ENSG00000135821,3564.66828643327,0.5281594666575947,0.085013774853684,6.212633982746937,5.210371977825262e-10,4.4202090001675494e-08,2.0059364168500364,0.5026788966248709,0.080854979434529,GLUL,glutamate-ammonia ligase
126,ENSG00000106258,85.6636455449404,1.630098385471925,0.2627564122880308,6.20383864765602,5.51022816588582e-10,1.0110787410344244e-07,0.885580247584772,1.0887975048789935,0.1755173565964132,CYP3A5,cytochrome P450 family 3 subfamily A member 5
127,ENSG00000125733,686.998097879004,0.743744328524708,0.1201880769210789,6.188170637034859,6.086642265560483e-10,3.072223729135829e-08,3.509619758370327,0.6757327460175492,0.1089619053722843,TRIP10,thyroid hormone receptor interactor 10
129,ENSG00000140519,142.588939106483,1.4351921363165574,0.2327325087097645,6.166702470029028,6.972878122209683e-10,1.7232763163837193e-07,0.633684416874259,1.0355667519253298,0.166162578655447,RHCG,Rh family C glycoprotein
130,ENSG00000064393,2402.2353172357866,0.5017759599651739,0.0815419273286763,6.153594554401851,7.574618157926572e-10,4.1148542730731935e-08,3.1860904201600144,0.4791485181626201,0.0778579491570696,HIPK2,homeodomain interacting protein kinase 2
131,ENSG00000140279,6006.802639449601,0.5786722663053783,0.0945018123527416,6.123398608964248,9.160015290274581e-10,8.879438860085694e-08,1.689007993915396,0.5425214595473855,0.0888541918543844,DUOX2,dual oxidase 2
132,ENSG00000005001,3155.7823855395195,0.4803720859735032,0.078863616549656,6.091174954816323,1.12084973667439e-09,8.088465335884937e-08,2.3037368650749754,0.4600494887123019,0.0755214106229581,PRSS22,serine protease 22
133,ENSG00000139083,2611.624876644882,0.5150688148679127,0.0845949974535749,6.088643895882595,1.1387108065742763e-09,8.15462948855169e-08,2.3037368650749754,0.4899714619835712,0.0804954618628573,ETV6,ETS variant transcription factor 6
135,ENSG00000108691,67.25955705111696,2.138865656884284,0.3529179485483634,6.060518218701978,1.3568368084514326e-09,2.918851008069607e-07,0.6928554639026496,1.1384986143560396,0.1867761720098452,CCL2,C-C motif chemokine ligand 2
136,ENSG00000033170,163.2390030169556,1.2023257706735333,0.1984881009647444,6.057419889805339,1.383221887650007e-09,3.31284686600311e-07,0.609710584709089,0.9369320301652,0.154791517925335,FUT8,fucosyltransferase 8
137,ENSG00000163121,258.2187105419643,1.0225940872803458,0.1688689175615906,6.05554948800676,1.3993914331447327e-09,1.2790261065455738e-07,1.7515437605712991,0.849601164818149,0.1402580560574135,NEURL3,neuralized E3 ubiquitin protein ligase 3
138,ENSG00000119900,309.05145820309554,0.9966641486485406,0.1646116529691197,6.054639089466583,1.407328306979015e-09,1.57619518281755e-07,1.408509624718136,0.8336297344720295,0.1379163468446616,OGFRL1,opioid growth factor receptor like 1
139,ENSG00000146457,1650.4772783382518,0.5093390418870111,0.085042020198812,5.989263198313882,2.107938000162961e-09,1.9266066329906105e-07,1.689007993915396,0.4844327510923393,0.0808787774587664,WTAP,WT1 associated protein
140,ENSG00000124102,74.4396219190394,1.9157014801495371,0.3201241079452661,5.9842462114008566,2.173942611799464e-09,4.434255089099693e-07,0.6925177833205183,1.1055487482315465,0.1846748279694297,PI3,peptidase inhibitor 3
141,ENSG00000166949,2645.949034587148,0.4772922808104012,0.0798800605360765,5.975111656241669,2.299326449574424e-09,2.0866267771739454e-07,1.689007993915396,0.4566855951026885,0.0764091285107311,SMAD3,SMAD family member 3
142,ENSG00000137767,1722.0230304579013,0.5381643764705555,0.0904380209181786,5.950643003979988,2.670910887962297e-09,2.3899378914032173e-07,1.689007993915396,0.5082708624003823,0.0854617285213969,SQOR,sulfide quinone oxidoreductase
